lemma,lemma_freq,gloss,form,stressed_syll,monosyll,case,number,short_cluster,full_cluster,noep,ep
стол,69888,table,стола'м,2,FALSE,dat,pl,ст,ст,57,0
столб,7085,column,столбу',2,FALSE,dat,sg,ст,ст,230,1
столб,7085,column,столба'м,2,FALSE,dat,pl,ст,ст,54,0
столетие,7459,century,столе'тию,2,FALSE,dat,sg,ст,ст,56,0
столик,9103,table,сто'лику,1,FALSE,dat,sg,ст,ст,401,0
столкновение,4317,collision,столкнове'нию,3,FALSE,dat,sg,ст,ст,36,0
сторож,4243,guard,сто'рожу,1,FALSE,dat,sg,ст,ст,34,0
сторонник,4302,supporter,сторо'нникам,2,FALSE,dat,pl,ст,ст,34,0
страдание,10802,suffering,страда'нию,2,FALSE,dat,sg,ст,стр,52,0
страдание,10802,suffering,страда'ниям,2,FALSE,dat,pl,ст,стр,71,0
страсть,15855,passion,страстя'м,2,FALSE,dat,pl,ст,стр,24,3
стремление,11265,aspiration,стремле'нию,2,FALSE,dat,sg,ст,стр,30,0
стресс,1223,stress,стре'ссам,1,FALSE,dat,pl,ст,стр,31,0
строение,7644,structure,строе'нию,2,FALSE,dat,sg,ст,стр,39,0
строительство,16397,Construction,строи'тельству,2,FALSE,dat,sg,ст,стр,208,0
строй,12057,order,стро'ю,1,FALSE,dat,sg,ст,стр,61,0
студент,18411,student,студе'нту,2,FALSE,dat,sg,ст,ст,41,0
студент,18411,student,студе'нтам,2,FALSE,dat,pl,ст,ст,75,0
стул,15758,chair,сту'лу,1,FALSE,dat,sg,ст,ст,141,0
ступень,6740,step,ступе'ням,2,FALSE,dat,pl,ст,ст,29,0
ступень,6740,step,ступеня'м,3,FALSE,dat,pl,ст,ст,29,0
стыд,5305,shame,стыду',2,FALSE,dat,sg,ст,ст,217,11
сценарий,5353,script,сцена'рию,2,FALSE,dat,sg,сц,сц,24,0
творец,3679,creator,творцу',2,FALSE,dat,sg,тв,тв,60,4
творчество,13369,creation,тво'рчеству,1,FALSE,dat,sg,тв,тв,341,0
трактир,3169,inn,тракти'ру,2,FALSE,dat,sg,тр,тр,29,0
трактор,3272,tractor,тра'ктору,1,FALSE,dat,sg,тр,тр,32,0
трамвай,4560,tram,трамва'ю,2,FALSE,dat,sg,тр,тр,46,0
транспорт,7579,Transport,тра'нспорту,1,FALSE,dat,sg,тр,тр,22,0
транспорт,7579,Transport,транспо'рту,2,FALSE,dat,sg,тр,тр,22,0
трап,1615,ladder,тра'пу,1,FALSE,dat,sg,тр,тр,148,0
требование,23547,requirement,тре'бованию,1,FALSE,dat,sg,тр,тр,42,0
требование,23547,requirement,тре'бованиям,1,FALSE,dat,pl,тр,тр,100,0
третий,49827,third,тре'тьему,1,FALSE,dat,sg,тр,тр,340,0
трон,2185,throne,тро'ну,1,FALSE,dat,sg,тр,тр,74,4
тротуар,3853,sidewalk,тротуа'ру,3,FALSE,dat,sg,тр,тр,92,0
труд,51142,labor,труду',2,FALSE,dat,sg,тр,тр,591,0
труд,51142,labor,труда'м,2,FALSE,dat,pl,тр,тр,84,0
трудность,7897,difficulty,тру'дностям,1,FALSE,dat,pl,тр,тр,38,0
труп,7954,corpse,тру'пу,1,FALSE,dat,sg,тр,тр,75,0
флигель,2284,wing,фли'гелю,1,FALSE,dat,sg,фл,фл,33,0
флот,9417,fleet,фло'ту,1,FALSE,dat,sg,фл,фл,22,5
француз,12014,Frenchman,францу'зу,2,FALSE,dat,sg,фр,фр,30,0
француз,12014,Frenchman,францу'зам,2,FALSE,dat,pl,фр,фр,113,1
фронт,23956,front,фро'нту,1,FALSE,dat,sg,фр,фр,193,5
хвост,10771,tail,хвосту',2,FALSE,dat,sg,хв,хв,126,0
хлеб,28104,bread,хле'бу,1,FALSE,dat,sg,хл,хл,64,1
храм,15431,temple,хра'му,1,FALSE,dat,sg,хр,хр,163,32
хранение,4417,storage,хране'нию,2,FALSE,dat,sg,хр,хр,26,0
христианин,6546,Christian,христиана'м,4,FALSE,dat,pl,хр,хр,55,0
христианство,6208,Christianity,христиа'нству,3,FALSE,dat,sg,хр,хр,129,1
цвет,31175,color,цве'ту,1,FALSE,dat,sg,цв,цв,51,0
цвет,31175,color,цвета'м,2,FALSE,dat,pl,цв,цв,60,1
цвет,31175,color,цве'ту,1,FALSE,dat,sg,цв,цв,51,0
цвет,31175,color,цве'там,1,FALSE,dat,pl,цв,цв,60,1
цветок,22483,flower,цветку',2,FALSE,dat,sg,цв,цв,41,0
цветок,22483,flower,цвета'м,2,FALSE,dat,pl,цв,цв,60,1
член,37184,Member,чле'ну,1,FALSE,dat,sg,чл,чл,47,0
член,37184,Member,чле'нам,1,FALSE,dat,pl,чл,чл,91,0
член,37184,Member,чле'ну,1,FALSE,dat,sg,чл,чл,47,0
член,37184,Member,чле'нам,1,FALSE,dat,pl,чл,чл,91,0
чтение,11490,reading,чте'нию,1,FALSE,dat,sg,чт,чт,355,8
швед,2661,Swede,шве'дам,1,FALSE,dat,pl,шв,шв,21,0
швейцар,1956,doorman,швейца'ру,2,FALSE,dat,sg,шв,шв,25,0
шкафчик,636,cabinet,шка'фчику,1,FALSE,dat,sg,шк,шк,31,0
штаб,18153,headquarters,шта'бу,1,FALSE,dat,sg,шт,шт,135,0
штраф,3690,fine,штра'фу,1,FALSE,dat,sg,шт,штр,29,0
штурвал,624,wheel,штурва'лу,2,FALSE,dat,sg,шт,шт,33,0
штурм,2443,assault,шту'рму,1,FALSE,dat,sg,шт,шт,89,0
